OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,DISCOVERY_DATE_CONVERTED,CONT_DATE_CONVERTED,BURNING_DAYS,STATE_NAME
1245,20962,FS-1451435,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,15,INF768,DNJ3,SAGE,CA-INF784,Inyo Complex,CA3715411835320070706,INYO COMPLEX (SAGE),INYO COMPLEX,2007,187,1237,1.0,Lightning,192,0600,6460.0,G,37.13,-118.385,5.0,USFS,CA,27,027,Inyo,Point,2007-07-06,2007-07-11,5.0,California
1249,1300544,ICS209_2008_CA-AEU-10884,INTERAGCY,IA-ICS209,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,,,,JACKSON,CA-AEU-10884,Jackson,,,,2008,162,1200,13.0,Missing/Undefined,164,0800,6400.0,G,38.883333,-121.563611,7.0,STATE,CA,Sacramento,067,Sacramento,Point,2008-06-10,2008-06-12,2.0,California
1269,300204531,FS-6343637,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,142,21,J0HS,PEAK,2795636,PEAK,CA4049212319820150803,PEAK,FORK COMPLEX,2015,211,1810,1.0,Lightning,303,1000,6269.0,G,40.49222222,-123.19833333,5.0,USFS,CA,105,105,Trinity,Point,2015-07-30,2015-10-30,92.0,California
1271,328265,W-581398,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,,D8CF,SHU MOTION DEMOCRAT,CA-SHU-004727,SHU LIGHTNING COMPLEX,CA4069812251020080622,SHU LIGHTNING COMPLEX (MOTION),SHU LIGHTNING COMPLEX 2008,2008,173,1200,1.0,Lightning,242,1700,6267.0,G,40.68033,-122.48786,1.0,BLM,CA,Shasta,089,Shasta,Point,2008-06-21,2008-08-29,69.0,California
1274,300004537,FS-1522864,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,093,16,H98M,COFFEE,733393,COFFEE,CA4114112280520140802,COFFEE COMPLEX,COFFEE COMPLEX,2014,210,2000,1.0,Lightning,303,1430,6258.0,G,41.14083333,-122.80472222,5.0,USFS,CA,Trinity,105,Trinity,Point,2014-07-29,2014-10-30,93.0,California
1275,9376,FS-1436358,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,37,D2-09-2006,CZA6,JACKASS,NV-HTF-1365,JACKASS,NV3859211937620060717,JACKASS,,2006,198,1615,1.0,Lightning,202,1800,6255.0,G,38.55166667,-119.35944444,5.0,USFS,CA,51,051,Mono,Point,2006-07-17,2006-07-21,4.0,California
1276,33900,FS-1474742,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,33,622,DZ89,GROUSE,CA-MNF-000663,Yolla Bolly Complex,CA4009612297920080621,YOLLA BOLLY COMPLEX (IRON),YOLLA BOLLY COMPLEX 2008,2008,174,1430,1.0,Lightning,187,1630,6246.0,G,40.11972222,-122.98361111,5.0,USFS,CA,105,105,Trinity,Point,2008-06-22,2008-07-05,13.0,California
1298,40125,FS-1482300,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,18,3,E27J,KNIGHT,CA-STF-002207,KNIGHT,CA3817512022920090726,KNIGHT,,2009,207,1536,9.0,Miscellaneous,233,1600,6130.0,G,38.175,-120.24916667,5.0,USFS,CA,109,109,Tuolumne,Point,2009-07-26,2009-08-21,26.0,California
1300,29352,FS-1469338,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,84,CAPNF-0784,ED7R,RICH,CA-PNF-000784,RICH,CA4004012113720080729,RICH,CANYON COMPLEX,2008,211,1512,6.0,Railroad,246,1800,6112.0,G,40.02,-121.1675,5.0,USFS,CA,63,063,Plumas,Point,2008-07-29,2008-09-02,35.0,California
1341,201811276,SFO-2013CACDFRRU044298,NONFED,ST-NASF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,RRU044298,,SUMMIT,CA-RRU-44298,SUMMIT,CA3394511686920130501,SUMMIT,,2013,121,1238,13.0,Missing/Undefined,125,1800,5912.0,G,33.94525,-116.876917,14.0,MISSING/NOT SPECIFIED,CA,RIVERSIDE,065,Riverside,Point,2013-05-01,2013-05-05,4.0,California
1377,164222,FS-392254,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,31,,,CHILCOOT COMPLEX,CA-TNF-001383,CHILCOOT COMPLEX,CA3976112013320030720,CHILCOOT COMPLEX,CHILCOOT COMPLEX,2003,201,1530,1.0,Lightning,202,0800,5635.0,G,39.76916667,-120.16027778,6.0,OTHER FEDERAL,CA,63,063,Plumas,Point,2003-07-20,2003-07-21,1.0,California
1380,319906,W-548153,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,,DV27,TAR,CA-FKU-008730,TAR,CA3592812029720070810,TAR,,2007,222,1734,4.0,Campfire,227,1830,5600.0,G,35.9419,-120.2664,7.0,STATE,CA,Fresno,019,Fresno,Point,2007-08-10,2007-08-15,5.0,California
1388,28096,FS-1460178,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,70,540,D8LS,COLD,CA-PNF-000539,Canyon Complex,CA3983512080720080621,CANYON COMPLEX (COLD),CANYON COMPLEX,2008,173,1715,1.0,Lightning,244,1800,5512.0,G,39.84222222,-120.83666667,5.0,USFS,CA,63,063,Plumas,Point,2008-06-21,2008-08-31,71.0,California
1401,300003846,FS-1527808,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,076,18,H95G,LITTLE DEER,739322,LITTLE DEER,CA4168212212720140731,LITTLE DEER,,2014,212,1400,1.0,Lightning,224,1100,5498.0,G,41.68166667,-122.12694444,5.0,USFS,CA,Siskiyou,093,Siskiyou,Point,2014-07-31,2014-08-12,12.0,California
1425,201107385,W-627564,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California,,,GF4Z,JOHN,CA-BDU-010475,JOHN,CA3713411828320110913,JOHN,,2011,256,1330,2.0,Equipment Use,259,0800,5353.0,G,37.1378,-118.2822,1.0,BLM,CA,Inyo,027,Inyo,Point,2011-09-13,2011-09-16,3.0,California
1457,300000289,FS-1526439,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,108,19,JB1F,FAULKSTEIN,826309,FALKSTEIN,CA4179612337420140814,HAPPY CAMP COMPLEX,HAPPY CAMP COMPLEX,2014,223,1845,1.0,Lightning,237,2000,5225.0,G,41.705,-123.19111111,5.0,USFS,CA,Siskiyou,093,Siskiyou,Point,2014-08-11,2014-08-25,14.0,California
1491,41503,FS-1483873,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,32,17,E0VS,LT-17 (BACKBONE),CA-SRF-1131,Backbone,CA4107012343620090702,BACKBONE,BACKBONE COMPLEX,2009,183,1028,1.0,Lightning,246,0800,5065.0,G,41.04,-123.46333333,5.0,USFS,CA,23,023,Humboldt,Point,2009-07-02,2009-09-03,63.0,California
1497,325689,W-111632,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,,D596,RUSH,CA-NOD-2109,RUSH FIRE,CA4063212010220020713,RUSH,,2002,194,1812,1.0,Lightning,198,2000,5015.0,G,40.6359,-120.13124,1.0,BLM,CA,Lassen,035,Lassen,Point,2002-07-13,2002-07-17,4.0,California
8,300218278,FWS-2015USAKNORJTP1,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,USAKNOR,NOWITNA NWR,,,JTP1,15533 BIG CREEK 2,2808952,Big Creek Two,AK6457315474120150703,MIDDLE YUKON FIRES,MIDDLE YUKON FIRES COMPLEX,2015,173,1700,1.0,Lightning,272,1415,312918.3,G,64.7343333,-155.009,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-22,2015-09-29,99.0,Alaska
13,300218404,FWS-2015USAKKURJTH3,FED,FWS-FMIS,FWS,USAKKUR,Koyukuk National Wildlife Refuge,USAKKUR,KOYUKUK NWR,,,JTH3,15449 SUSHGITIT HILLS,2794179,Sushgitit Hills,AK6603215302220150621,SUSHGITIT HILLS,,2015,172,1115,1.0,Lightning,272,1415,276038.1,G,65.80116239,-153.47007111,1.0,BLM,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-21,2015-09-29,100.0,Alaska
22,300218151,FWS-2015USAKKURJT05,FED,FWS-FMIS,FWS,USAKKUR,Koyukuk National Wildlife Refuge,USAKKUR,KOYUKUK NWR,,,JT05,15539 HOLTNAKATNA,2736460,Holtnakatna,AK6518415621520150623,HOLTNAKATNA,,2015,173,1615,1.0,Lightning,253,1400,213254.1,G,65.1843333,-156.2148333,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-22,2015-09-10,80.0,Alaska
26,300006994,FWS-2014USAKKNRH4Q1,FED,FWS-FMIS,FWS,USAKKNR,Kenai National Wildlife Refuge,USAKKNR,KENAI NWR,,,H4Q1,140 FUNNY RIVER,417525,FUNNY RIVER,AK6043915096220140520,FUNNY RIVER,,2014,139,1600,13.0,Missing/Undefined,243,1000,196722.2,G,60.43945,-150.961883,4.0,FWS,AK,Kenai Peninsula,122,Kenai Peninsula,Point,2014-05-19,2014-08-31,104.0,Alaska
56,300218129,FWS-2015USAKINRJS8X,FED,FWS-FMIS,FWS,USAKINR,Innoko National Wildlife Refuge,USAKINR,INNOKO NWR,,,JS8X,15362 BLAZO,2715373,Blazo,AK6341815761120150620,BLAZO,,2015,170,1945,1.0,Lightning,271,1500,121339.2,G,63.4183333,-157.6111667,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-19,2015-09-28,101.0,Alaska
62,300218400,FWS-2015USAKNORJTQ7,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,USAKNOR,NOWITNA NWR,,,JTQ7,15481 BERING CREEK,2814175,Bering Creek,AK6498315355020150622,BERING CREEK,TANANA AREA FIRES COMPLEX,2015,172,1645,1.0,Lightning,272,1415,112806.8,G,64.9833333,-153.55,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-21,2015-09-29,100.0,Alaska
70,300218167,FWS-2015USAKNORJTP5,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,USAKNOR,NOWITNA NWR,,,JTP5,15469 BIG MUD RIVER 1,2716794,Big Mud River 1,AK6467415292620150622,BIG MUD RIVER 1,,2015,172,1815,1.0,Lightning,272,1415,103967.5,G,64.6736667,-152.9258334,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-21,2015-09-29,100.0,Alaska
75,300218100,FWS-2015USAKKURJS8U,FED,FWS-FMIS,FWS,USAKKUR,Koyukuk National Wildlife Refuge,USAKKUR,KOYUKUK NWR,,,JS8U,15359 THREE DAY,2849172,Three Day,AK6578915762720150620,THREE DAY,,2015,170,1945,1.0,Lightning,253,1345,97303.0,G,65.7888334,-157.627,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-19,2015-09-10,83.0,Alaska
150,300218275,FWS-2015USAKYFRJS8Z,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,USAKYFR,YUKON FLATS NWR,,,JS8Z,15363 WEST FORK,2813676,West Fork,AK6635014986720150620,WEST FORK,,2015,170,2030,1.0,Lightning,278,1300,59532.5,G,66.35,-149.87,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-19,2015-10-05,108.0,Alaska
160,300218362,FWS-2015USAKYDRJUQ9,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JUQ9,15547 NORTH ANIAK,2796506,North Aniak,AK6165415966120150623,NORTH ANIAK,ANIAK COMPLEX,2015,173,2000,1.0,Lightning,181,2345,55704.0,G,61.65,-159.65,1.0,BLM,AK,Bethel,050,Bethel,Point,2015-06-22,2015-06-30,8.0,Alaska
165,300218311,FWS-2015USAKKURJS7Z,FED,FWS-FMIS,FWS,USAKKUR,Koyukuk National Wildlife Refuge,USAKKUR,KOYUKUK NWR,,,JS7Z,15340 DULBI RIVER,2720508,Dulbi River,AK6526715621720150619,DULBI RIVER,,2015,170,1530,1.0,Lightning,179,1630,54503.0,G,65.2667,-156.2167,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-19,2015-06-28,9.0,Alaska
177,300218389,FWS-2015USAKNORJT4S,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,USAKNOR,NOWITNA NWR,,,JT4S,15601 LOST RIVER,2804076,Middle Yukon,AK6457315474120150703,MIDDLE YUKON FIRES,MIDDLE YUKON FIRES COMPLEX,2015,174,1900,1.0,Lightning,191,1845,52108.5,G,64.3661,-154.7586,7.0,STATE,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-23,2015-07-10,17.0,Alaska
183,300218119,FWS-2015USAKYFRJTQ6,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,USAKYFR,YUKON FLATS NWR,,,JTQ6,15480 HARDPAC CREEK,2814122,Hardpac Creek,AK6686814890620150622,HARDPAC CREEK,,2015,172,2000,1.0,Lightning,242,1515,50773.7,G,66.8678,-148.9061,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-21,2015-08-30,70.0,Alaska
227,300218159,FWS-2015USAKNORJTP8,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,USAKNOR,NOWITNA NWR,,,JTP8,15470 CHITANANA RIVER,2838770,Chitanana River,AK6455315210720150621,CHITANATALA,,2015,172,1815,1.0,Lightning,192,2045,43199.8,G,64.5978,-152.6081,1.0,BLM,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-21,2015-07-11,20.0,Alaska
236,300218118,FWS-2015USAKYDRJTY2,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JTY2,15504 KUKA CREEK 4,2736345,Kuka Creek 4,AK6133716252320150622,KUKA CREEK 4,,2015,173,1130,1.0,Lightning,238,1200,41628.0,G,61.33694,-162.52333,4.0,FWS,AK,Bethel,050,Bethel,Point,2015-06-22,2015-08-26,65.0,Alaska
253,300218065,FWS-2015USAKTERJR6D,FED,FWS-FMIS,FWS,USAKTER,Tetlin National Wildlife Refuge,USAKTER,TETLIN NWR,,,JR6D,15268 CHISANA RIVER 2,2826352,Chisana River  2,AK6246414163320150609,CHISANA RIVER  2,,2015,160,1530,1.0,Lightning,266,1330,39639.8,G,62.45,-141.62,3.0,NPS,AK,Southeast Fairbanks,240,Southeast Fairbanks,Point,2015-06-09,2015-09-23,106.0,Alaska
269,300218132,FWS-2015USAKNORJT4P,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,USAKNOR,NOWITNA NWR,,,JT4P,15598 FLINT CREEK,2721236,Flint Creek,AK6457315474120150703,MIDDLE YUKON FIRES,MIDDLE YUKON FIRES COMPLEX,2015,174,1845,1.0,Lightning,191,1830,35748.9,G,64.5333334,-154.7333333,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-23,2015-07-10,17.0,Alaska
275,300218079,FWS-2015USAKYDRJTA8,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JTA8,15391 FOG RIVER,2820882,Fog River,AK6089416075820150620,FOG RIVER,ANIAK COMPLEX,2015,171,1530,1.0,Lightning,264,1100,35500.0,G,60.89389,-160.75833,4.0,FWS,AK,Bethel,050,Bethel,Point,2015-06-20,2015-09-21,93.0,Alaska
326,300218120,FWS-2015USAKNORJVU3,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,USAKNOR,NOWITNA NWR,,,JVU3,15687 LAWSON,2826287,Lawson,AK6443815297520150629,LAWSON,,2015,180,1500,1.0,Lightning,248,1515,31089.9,G,64.4380556,-152.975,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-29,2015-09-05,68.0,Alaska
330,300218243,FWS-2015USAKYDRJT4K,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JT4K,15596 OPHIR CREEK,2815263,Ophir Creek,AK6131915985520150624,OPHIR CREEK,ANIAK COMPLEX,2015,174,1715,1.0,Lightning,264,1115,30929.0,G,61.31867,-159.85467,4.0,FWS,AK,Bethel,050,Bethel,Point,2015-06-23,2015-09-21,90.0,Alaska
332,300218270,FWS-2015USAKNORJT3H,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,USAKNOR,NOWITNA NWR,,,JT3H,15575 OUR CREEK,2796772,Our Creek,AK6390615441720150623,OUR CREEK,,2015,174,1315,1.0,Lightning,265,1415,30736.8,G,63.9064,-154.4175,1.0,BLM,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-23,2015-09-22,91.0,Alaska
400,300218058,FWS-2015USAKYDRJRD3,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JRD3,15233 BOGUS CREEK,2718233,Bogus Creek,AK6120516033620150601,BOGUS CREEK,ANIAK COMPLEX,2015,151,1945,1.0,Lightning,183,1630,25260.0,G,61.2051667,-160.3365,4.0,FWS,AK,Bethel,050,Bethel,Point,2015-05-31,2015-07-02,32.0,Alaska
452,300218117,FWS-2015USAKYDRJT2M,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JT2M,15564 IZAVLKNEK RIVER,2726311,Izavlknek River,AK6130716321820150623,IZAVLKNEK RIVER,,2015,174,1045,1.0,Lightning,238,1145,22613.0,G,61.30694,-163.2175,4.0,FWS,AK,Bethel,050,Bethel,Point,2015-06-23,2015-08-26,64.0,Alaska
472,300218240,FWS-2015USAKINRJTZ7,FED,FWS-FMIS,FWS,USAKINR,Innoko National Wildlife Refuge,USAKINR,INNOKO NWR,,,JTZ7,15520 YUKON CREEK,2845688,Yukon Creek,AK6434215802720150622,YUKON CREEK,,2015,173,1500,1.0,Lightning,271,1500,21492.89,G,64.342,-158.0266667,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-22,2015-09-28,98.0,Alaska
577,300218087,FWS-2015USAKNORJT3G,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,USAKNOR,NOWITNA NWR,,,JT3G,15573 SULUKNA,2715334,Sulukna,AK6406715413320150623,SULUKNA,,2015,174,1215,1.0,Lightning,272,1415,16703.6,G,64.0666667,-154.1333333,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-23,2015-09-29,98.0,Alaska
630,300218423,FWS-2015USAKYDRJTJ3,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JTJ3,15451 APOON,2817757,Apoon,AK6303316298320150621,APOON,,2015,172,1215,1.0,Lightning,202,1330,15028.9,G,63.0333,-162.9833,4.0,FWS,AK,Wade Hampton,270,Wade Hampton,Point,2015-06-21,2015-07-21,30.0,Alaska
632,300218066,FWS-2015USAKYDRJTH0,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JTH0,15447 ANAKSHEK PASS,2817824,Anakshek Pass,,,,2015,172,0930,1.0,Lightning,224,1745,15002.0,G,62.31667,-164.44967,4.0,FWS,AK,Wade Hampton,270,Wade Hampton,Point,2015-06-21,2015-08-12,52.0,Alaska
641,300218388,FWS-2015USAKYFRJT5J,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,USAKYFR,YUKON FLATS NWR,,,JT5J,15608 RAINBOW,2723121,Rainbow,AK6728314330020150624,RAINBOW,,2015,175,1045,1.0,Lightning,244,1245,14881.3,G,67.2833,-143.3,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-24,2015-09-01,69.0,Alaska
659,300218387,FWS-2015USAKYDRJT2K,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JT2K,15563 PUK PALIK LAKE,2815164,Puk Palik Lake,AK6112116317120150623,PUK PALIK LAKE,,2015,174,1030,1.0,Lightning,224,1730,14413.0,G,61.12056,-163.17111,4.0,FWS,AK,Bethel,050,Bethel,Point,2015-06-23,2015-08-12,50.0,Alaska
680,300218201,FWS-2015USAKYDRJTY4,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JTY4,15501 KUKA CREEK 3,2843832,Kuka Creek 3,,,,2015,173,0845,1.0,Lightning,180,1915,13932.0,G,61.35333,-162.56417,4.0,FWS,AK,Bethel,050,Bethel,Point,2015-06-22,2015-06-29,7.0,Alaska
688,300218197,FWS-2015USAKINRJS8W,FED,FWS-FMIS,FWS,USAKINR,Innoko National Wildlife Refuge,USAKINR,INNOKO NWR,,,JS8W,15361 GROUCH,2721204,Grouch,,,,2015,170,2000,1.0,Lightning,179,1515,13789.6,G,63.551427,-157.720176,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-19,2015-06-28,9.0,Alaska
727,300218419,FWS-2015USAKNORJTV5,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,USAKNOR,NOWITNA NWR,,,JTV5,15509 HARD LUCK,2835872,Hard Luck,AK6496515456820150622,HARD LUCK,,2015,173,1145,1.0,Lightning,183,1900,12923.6,G,64.9667,-154.5833,8.0,PRIVATE,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-22,2015-07-02,10.0,Alaska
790,300218200,FWS-2015USAKYFRJT2Z,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,USAKYFR,YUKON FLATS NWR,,,JT2Z,15568 MT.SCHWATKA,2815182,Mt Schwatka,AK6590014731720150623,MT SCHWATKA,,2015,174,1115,1.0,Lightning,242,1415,11542.9,G,65.9,-147.3167,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-23,2015-08-30,68.0,Alaska
923,300218116,FWS-2015USAKINRJT64,FED,FWS-FMIS,FWS,USAKINR,Innoko National Wildlife Refuge,USAKINR,INNOKO NWR,,,JT64,15619 LITTLE MUD RIVER,2767912,Little Mud River,AK6380815802720150625,LITTLE MUD RIVER,,2015,175,1815,1.0,Lightning,233,1545,9527.4,G,63.7521667,-157.9671666,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-24,2015-08-21,58.0,Alaska
932,300218152,FWS-2015USAKINRJT2G,FED,FWS-FMIS,FWS,USAKINR,Innoko National Wildlife Refuge,USAKINR,INNOKO NWR,,,JT2G,15562 KHOTOL,2736558,Khotol,,,,2015,173,2230,1.0,Lightning,185,1800,9453.2,G,64.354,-158.045,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-22,2015-07-04,12.0,Alaska
939,300218402,FWS-2015USAKYDRJT1X,FED,FWS-FMIS,FWS,USAKYDR,Yukon Delta National Wildlife Refuge,USAKYDR,YUKON DELTA NWR,,,JT1X,15497 KUKA CREEK 1,2843766,Kuka Creek 1,,,,2015,173,0845,1.0,Lightning,188,1600,9405.0,G,61.27507,-162.92148,4.0,FWS,AK,Bethel,050,Bethel,Point,2015-06-22,2015-07-07,15.0,Alaska
984,300218348,FWS-2015USAKSWRJYQ2,FED,FWS-FMIS,FWS,USAKSWR,Selawik National Wildlife Refuge,USAKSWR,SELAWIK NWR,,,JYQ2,15752 SELAWIK RIVER,2795517,Selawik River,AK6648715778920150715,SELAWIK RIVER,,2015,196,1415,1.0,Lightning,235,1215,8867.3,G,66.4873,-157.7888,4.0,FWS,AK,Northwest Arctic,188,Northwest Arctic,Point,2015-07-15,2015-08-23,39.0,Alaska
1001,300218093,FWS-2015USAKINRJRQ6,FED,FWS-FMIS,FWS,USAKINR,Innoko National Wildlife Refuge,USAKINR,INNOKO NWR,,,JRQ6,15249 INNOKO RIVER,2819096,Innoko River,AK6296815936720150603,INNOKO RIVER,,2015,154,1515,1.0,Lightning,233,1615,8660.9,G,62.9680833,-159.3673333,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-03,2015-08-21,79.0,Alaska
1061,300218401,FWS-2015USAKYFRJTE2,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,USAKYFR,YUKON FLATS NWR,,,JTE2,15428 CRAZY SLOUGH,2820962,Crazy Slough,AK6668614626020150621,CRAZY SLOUGH,,2015,171,2015,1.0,Lightning,227,1745,8019.8,G,66.6853,-146.2597,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-20,2015-08-15,56.0,Alaska
1112,300218180,FWS-2015USAKINRJT2Q,FED,FWS-FMIS,FWS,USAKINR,Innoko National Wildlife Refuge,USAKINR,INNOKO NWR,,,JT2Q,15565 YUKON CREEK TWO,2800038,Yukon Creek 2,,,,2015,173,2200,1.0,Lightning,185,1800,7563.2,G,64.261,-158.094,1.0,BLM,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-22,2015-07-04,12.0,Alaska
1295,300218148,FWS-2015USAKYFRJTX5,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,USAKYFR,YUKON FLATS NWR,,,JTX5,15512 WHITE LAKE,2843793,White Lake,AK6720814481820150622,WHITE LAKE,,2015,173,1315,1.0,Lightning,215,1630,6135.2,G,67.2081,-144.8181,4.0,FWS,AK,Yukon-Koyukuk,290,Yukon-Koyukuk,Point,2015-06-22,2015-08-03,42.0,Alaska
10,201750033,ICS209_2009_NM-GNF-000143,INTERAGCY,IA-ICS209,FS,USNMGNF,Gila National Forest,NMGNF,Gila National Forest,,,GU3S,WHITEWATER-BALDY,NM-GNF-000143,Whitewater-Baldy,NM3326710859220120509,WHITEWATER-BALDY,WHITEWATER-BALDY COMPLEX,2012,137,1025,1.0,Lightning,213,1600,297845.0,G,33.344722,-108.710278,5.0,USFS,NM,Catron,003,Catron,Point,2012-05-16,2012-07-31,76.0,New Mexico
